ID Cliente,Etiqueta de rotatividade,Duração da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Média mensal de GB para download,Plano de Dados Ilimitado,Cobranças extras de dados,Estado,Número de Telefone,Gênero,Idade,Menos de 30,Idoso,Grupo,Número de Clientes por Grupo,Proteção de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobrança Mensal,Total de Cobranças,Categoria de Rotatividade,Motivo da Rotatividade
0233-CBDF,Sim,17,65,139.9,0,0,Não,Não,0,1,1,Sim,0,FL,383-9140,Masculino,39,Não,Não,Não,0,Não,Mensal,Cheque,17,303,Insatisfação,Falta de autoatendimento no site
1837-OFRF,Sim,43,217,430.7,0,0,Não,Não,0,3,3,Sim,0,IN,248-7776,Masculino,71,Não,Sim,Não,0,Não,Mensal,Cheque,54,2344,Insatisfação,Confiabilidade da rede
7621-KAMG,Sim,21,64,209.7,0,0,Não,Não,0,5,4,Não,43,NH,344-4241,Masculino,37,Não,Não,Não,0,Não,Anual,Cheque,26,551,Outro,Não sei
3529-XGRD,Sim,42,238,415.7,0,0,Não,Não,0,1,6,Sim,0,CT,319-8817,Masculino,36,Não,Não,Não,0,Sim,Mensal,Débito Automático,46,1914,Atitude,Atitude do prestador de serviço
4127-FOZI,Sim,47,126,373.6,0,0,Não,Não,0,1,15,Sim,0,WY,294-1576,Masculino,82,Não,Sim,Não,0,Não,Mensal,Débito Automático,35,1628,Atitude,Atitude da pessoa de apoio
4861-BHHD,Sim,5,13,33,0,0,Não,Não,0,0,6,Sim,0,AR,256-2668,Feminino,37,Não,Não,Não,0,Não,Mensal,Débito Automático,38,210,Atitude,Atitude da pessoa de apoio
0817-LDOA,Sim,6,10,22.8,0,0,Não,Sim,0,2,15,Sim,0,MI,276-5552,Feminino,84,Não,Sim,Não,0,Não,Mensal,Débito Automático,59,336,Atitude,Atitude da pessoa de apoio
6429-MTWP,Sim,1,4,10,0,0,Não,Não,0,1,3,Sim,0,PA,379-9935,Feminino,66,Não,Sim,Não,0,Não,Mensal,Cheque,9,9,Atitude,Atitude do prestador de serviço
6885-UVOX,Sim,7,20,44.1,0,0,Não,Não,0,3,15,Sim,0,AZ,340-7233,Feminino,27,Sim,Não,Não,0,Não,Mensal,Débito Automático,36,261,Atitude,Atitude do prestador de serviço
3184-FDDV,Sim,2,11,26.2,0,0,Não,Não,0,2,10,Não,5,CT,317-7803,Masculino,27,Sim,Não,Não,0,Não,Mensal,Débito Automático,25,44,Atitude,Atitude do prestador de serviço
2179-ULXY,Sim,1,3,6,0,0,Não,Não,0,4,2,Sim,0,CT,248-2844,Feminino,81,Não,Sim,Não,0,Não,Mensal,Cheque,37,37,Atitude,Atitude da pessoa de apoio
4567-JCHC,Sim,5,19,56.3,0,0,Não,Não,0,5,10,Sim,0,MA,299-8813,Feminino,52,Não,Não,Não,0,Sim,Mensal,Débito Automático,62,315,Concorrente,Concorrente fez oferta melhor
7518-ZTVX,Sim,1,8,16,0,0,Não,Sim,0,0,3,Sim,0,OH,350-1814,Masculino,47,Não,Não,Não,0,Não,Mensal,Débito Automático,40,40,Outro,Se Mudou
2282-MQUD,Sim,1,2,5,0,0,Não,Não,0,4,10,Sim,0,OH,304-8853,Masculino,63,Não,Não,Não,0,Não,Mensal,Débito Automático,38,38,Outro,Se Mudou
7882-FLOH,Sim,3,15,48.2,0,0,Não,Não,0,2,6,Não,5,NV,308-8451,Masculino,46,Não,Não,Não,0,Sim,Mensal,Débito Automático,18,63,Concorrente,O concorrente tinha dispositivos melhores
4945-EETR,Sim,1,4,15,0,0,Não,Não,0,4,11,Sim,0,KY,382-10339,Feminino,66,Não,Sim,Não,0,Não,Mensal,Cheque,21,21,Concorrente,O concorrente ofereceu velocidades de download mais altas
5930-RBRE,Sim,1,1,4,0,0,Não,Não,0,3,3,Sim,0,WA,379-3360,Feminino,69,Não,Sim,Não,0,Não,Mensal,Débito Automático,37,37,Concorrente,O concorrente ofereceu mais dados
3185-TLJL,Sim,32,70,259.2,0,0,Não,Sim,0,1,1,Sim,0,IL,295-4007,Masculino,83,Não,Sim,Não,0,Sim,Mensal,Cartão de Crédito,29,925,Concorrente,Concorrente fez oferta melhor
5427-FSCD,Sim,1,3,9,0,0,Não,Não,0,1,6,Sim,0,DC,342-4294,Feminino,42,Não,Não,Não,0,Não,Mensal,Débito Automático,32,32,Concorrente,O concorrente tinha dispositivos melhores
6653-KADX,Sim,2,8,16.1,0,0,Não,Não,0,4,8,Sim,0,HI,388-5315,Feminino,71,Não,Sim,Não,0,Não,Mensal,Débito Automático,25,50,Concorrente,O concorrente tinha dispositivos melhores
6082-MYFG,Sim,2,8,16.3,0,0,Não,Não,0,3,0,Não,0,PA,297-5522,Masculino,60,Não,Não,Não,0,Não,Mensal,Cheque,10,17,Atitude,Atitude da pessoa de apoio
1099-VZGA,Sim,3,9,23.2,0,0,Não,Não,0,4,12,Não,6,OH,335-5043,Feminino,32,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,41,119,Concorrente,O concorrente ofereceu velocidades de download mais altas
1776-TXNR,Sim,27,191,402.8,0,0,Não,Não,0,4,7,Sim,0,TX,387-6733,Masculino,35,Não,Não,Não,0,Não,Mensal,Débito Automático,37,999,Concorrente,O concorrente ofereceu velocidades de download mais altas
4223-RBLN,Sim,67,478,1067.4,0,0,Não,Não,0,5,18,Sim,0,NM,284-6246,Masculino,27,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,73,4886,Outro,Não sei
3672-JOBB,Sim,70,216,562.2,0,0,Não,Não,0,1,4,Sim,0,MI,353-7684,Feminino,53,Não,Não,Não,0,Não,2 Anos,Débito Automático,34,2382,Concorrente,O concorrente ofereceu mais dados
9847-CXKS,Sim,1,6,12,0,0,Não,Não,0,3,0,Não,0,KY,239-3814,Masculino,45,Não,Não,Não,0,Não,Mensal,Cheque,11,11,Atitude,Atitude do prestador de serviço
2652-FNYC,Sim,5,25,82.1,0,0,Não,Não,0,1,15,Sim,0,NV,283-1751,Feminino,20,Sim,Não,Não,0,Não,Mensal,Débito Automático,32,174,Concorrente,Concorrente fez oferta melhor
5216-XVQL,Sim,9,32,92,0,0,Não,Sim,0,1,6,Sim,0,MI,381-1665,Feminino,43,Não,Não,Não,0,Não,Mensal,Débito Automático,27,249,Concorrente,Concorrente fez oferta melhor
7627-FIFP,Sim,26,153,315.4,0,0,Não,Não,0,3,5,Não,26,MT,401-9168,Feminino,71,Não,Sim,Não,0,Não,Mensal,Débito Automático,55,1459,Preço,Preço muito alto
8567-TQRL,Sim,54,180,428.3,0,0,Não,Não,0,0,5,Sim,0,HI,320-9755,Masculino,34,Não,Não,Não,0,Não,Anual,Cartão de Crédito,48,2562,Insatisfação,Insatisfação com o produto
8424-LVVR,Sim,2,7,22.7,0,0,Não,Não,0,1,5,Sim,0,KS,304-7550,Masculino,61,Não,Não,Não,0,Sim,Mensal,Débito Automático,45,94,Concorrente,O concorrente tinha dispositivos melhores
3433-UOGX,Sim,1,4,9,0,0,Não,Não,0,0,12,Sim,0,KS,349-3327,Masculino,68,Não,Sim,Não,0,Não,Mensal,Débito Automático,39,39,Concorrente,O concorrente tinha dispositivos melhores
8295-HECF,Sim,33,133,367.1,0,0,Não,Não,0,2,0,Não,0,VA,264-4041,Feminino,41,Não,Não,Não,0,Não,Mensal,Débito Automático,7,225,Atitude,Atitude da pessoa de apoio
4047-DBWY,Sim,4,19,42.2,0,0,Não,Sim,0,0,9,Sim,0,MI,241-10037,Feminino,65,Não,Sim,Não,0,Não,Mensal,Débito Automático,34,129,Insatisfação,Gama limitada de serviços
1645-SCLE,Sim,17,131,240,0,0,Não,Não,0,5,13,Sim,0,AL,370-3160,Feminino,29,Sim,Não,Não,0,Não,Mensal,Débito Automático,39,677,Preço,Falta de velocidade de download/upload acessível
2944-WVAO,Sim,61,265,729.2,0,0,Não,Não,0,4,3,Não,48,NJ,307-3616,Feminino,72,Não,Sim,Não,0,Sim,Anual,Débito Automático,54,3294,Preço,Tarifas de longa distância
8250-MXBT,Sim,14,22,54.2,0,0,Não,Não,0,5,7,Sim,0,OH,361-7552,Feminino,58,Não,Não,Não,0,Não,Mensal,Débito Automático,62,833,Preço,Preço muito alto
6438-UMPT,Sim,38,203,612.6,0,0,Não,Não,0,0,15,Sim,0,CO,394-7436,Feminino,64,Não,Não,Não,0,Não,Mensal,Débito Automático,49,1870,Insatisfação,Insatisfação com o produto
7190-GQLL,Sim,49,319,635.7,0,0,Não,Não,0,5,17,Sim,0,ME,335-4913,Masculino,28,Sim,Não,Não,0,Não,Mensal,Débito Automático,50,2428,Concorrente,O concorrente tinha dispositivos melhores
1640-SIYF,Sim,64,321,578.6,0,0,Não,Não,0,2,4,Sim,0,OR,389-6158,Masculino,42,Não,Não,Não,0,Sim,Anual,Débito Automático,33,2140,Insatisfação,Confiabilidade da rede
7268-QSYK,Sim,1,4,15,0,0,Não,Não,0,5,0,Não,0,WV,290-9214,Feminino,43,Não,Não,Não,0,Não,Mensal,Cheque,8,8,Preço,Tarifas de longa distância
3324-LVYX,Sim,7,34,55,0,0,Não,Não,0,2,2,Sim,0,WV,344-1728,Masculino,69,Não,Sim,Não,0,Sim,Mensal,Débito Automático,56,386,Outro,Não sei
9526-YQIR,Sim,2,8,19.3,0,0,Não,Não,0,4,4,Sim,0,ME,387-6116,Masculino,63,Não,Não,Não,0,Não,Mensal,Débito Automático,59,113,Outro,Não sei
1897-DTRA,Sim,45,265,629.7,0,0,Não,Não,0,2,8,Sim,0,MN,363-5926,Feminino,44,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,36,1599,Insatisfação,Pouca experiência de suporte online
2607-BHAE,Sim,1,4,7,0,0,Não,Não,0,0,4,Sim,0,MA,330-1735,Feminino,30,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,42,42,Concorrente,O concorrente tinha dispositivos melhores
3764-VTBD,Sim,1,2,8,0,0,Não,Não,0,0,6,Sim,0,NM,325-7364,Masculino,53,Não,Não,Não,0,Não,Mensal,Cheque,18,18,Concorrente,O concorrente tinha dispositivos melhores
7127-DGRJ,Sim,13,16,52.1,0,0,Não,Não,0,4,4,Sim,0,MN,338-5881,Prefer not to say,39,Não,Não,Não,0,Não,Mensal,Débito Automático,35,450,Concorrente,O concorrente ofereceu velocidades de download mais altas
9572-AICL,Sim,10,31,68.4,0,0,Não,Não,0,4,1,Não,23,MI,314-5873,Masculino,58,Não,Não,Não,0,Não,Mensal,Débito Automático,39,386,Concorrente,O concorrente ofereceu mais dados
2410-JVZX,Sim,4,19,50.2,0,0,Não,Não,0,4,17,Sim,0,MS,326-1747,Masculino,28,Sim,Não,Não,0,Não,Mensal,Débito Automático,40,144,Concorrente,Concorrente fez oferta melhor
7868-AIOP,Sim,1,6,15,0,0,Não,Não,0,2,0,Não,0,ND,323-10536,Feminino,34,Não,Não,Não,0,Não,Mensal,Cheque,14,14,Preço,Tarifas de longa distância
4369-SXWM,Sim,41,89,205.3,0,0,Não,Não,0,4,3,Sim,0,DE,301-5322,Masculino,35,Não,Não,Não,0,Sim,Anual,Débito Automático,50,2044,Concorrente,O concorrente tinha dispositivos melhores
1805-ZAVD,Sim,73,193,582.9,0,0,Não,Não,0,3,3,Sim,0,MA,331-3754,Masculino,64,Não,Não,Não,0,Sim,2 Anos,Débito Automático,47,3449,Concorrente,O concorrente ofereceu velocidades de download mais altas
0990-ZMIZ,Sim,69,267,1035,0,0,Não,Não,0,1,4,Sim,0,CO,270-10528,Masculino,62,Não,Não,Não,0,Sim,2 Anos,Débito Automático,68,4685,Concorrente,O concorrente ofereceu velocidades de download mais altas
1438-ZAAS,Sim,32,131,259.6,0,0,Não,Não,0,2,2,Não,29,MI,381-8710,Feminino,49,Não,Não,Não,0,Sim,Mensal,Débito Automático,60,1956,Concorrente,O concorrente ofereceu mais dados
2668-ECFC,Sim,49,291,736.9,0,0,Não,Não,0,0,3,Sim,0,AR,308-7772,Feminino,74,Não,Sim,Não,0,Não,Mensal,Débito Automático,45,2192,Concorrente,O concorrente ofereceu mais dados
0385-XIZP,Sim,73,126,290.6,0,0,Não,Não,0,4,3,Sim,0,VA,342-5480,Feminino,49,Não,Não,Não,0,Sim,2 Anos,Débito Automático,23,1659,Concorrente,O concorrente ofereceu mais dados
9819-ZOUW,Sim,6,14,36.3,8,28.4,Sim,Não,7.1,0,3,Sim,0,AL,325-10110,Feminino,54,Não,Não,Não,0,Não,Mensal,Cheque,27,163,Concorrente,Concorrente fez oferta melhor
4585-KPSG,Sim,1,7,14,4,1,Sim,Não,0.2,5,9,Sim,0,AZ,355-5520,Masculino,34,Não,Não,Não,0,Sim,Mensal,Débito Automático,25,25,Concorrente,Concorrente fez oferta melhor
8071-VCBN,Sim,1,3,9,48,152.4,Sim,Não,38.1,3,4,Sim,0,ME,318-3185,Masculino,72,Não,Sim,Não,0,Não,Mensal,Débito Automático,25,25,Preço,Preço muito alto
7013-KXSO,Sim,33,73,195.4,24,60.6,Sim,Não,12.1,2,1,Sim,0,PA,318-5686,Masculino,36,Não,Não,Não,0,Não,Anual,Cheque,48,1570,Insatisfação,Insatisfação com o produto
9438-XVBQ,Sim,59,105,237.7,144,432,Sim,Não,108,1,8,Não,23,WV,321-8970,Masculino,37,Não,Não,Não,0,Sim,Anual,Débito Automático,48,2859,Insatisfação,Insatisfação com o serviço
5688-NXDU,Sim,49,148,340.8,4,8.1,Sim,Não,4.1,2,5,Sim,0,AR,360-3139,Masculino,66,Não,Sim,Não,0,Sim,Mensal,Débito Automático,56,2730,Atitude,Atitude da pessoa de apoio
0359-RTBV,Sim,44,135,393.7,40,114,Sim,Não,28.5,3,8,Sim,0,MT,325-4995,Masculino,44,Não,Não,Não,0,Não,Mensal,Débito Automático,54,2346,Insatisfação,Confiabilidade da rede
3799-UROV,Sim,2,7,14,60,214.5,Sim,Não,53.6,4,9,Sim,0,NY,340-2362,Masculino,33,Não,Não,Não,0,Não,Mensal,Débito Automático,57,99,Insatisfação,Gama limitada de serviços
6408-SJEW,Sim,1,2,4,28,99.4,Sim,Não,49.7,1,1,Sim,0,IN,333-2415,Feminino,53,Não,Não,Não,0,Sim,Mensal,Débito Automático,40,40,Preço,Falta de velocidade de download/upload acessível
9298-QPFC,Sim,1,5,16,104,267.8,Sim,Não,133.9,1,7,Sim,0,MS,339-7881,Feminino,46,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,34,34,Preço,Tarifas de longa distância
5202-CFGH,Sim,1,2,5,4,12.8,Sim,Não,2.6,3,1,Sim,0,SC,349-2729,Masculino,35,Não,Não,Não,0,Sim,Mensal,Débito Automático,41,41,Preço,Tarifas extras de dados
6389-ZQNB,Sim,5,31,82.5,36,141.3,Sim,Não,28.3,3,1,Não,7,AZ,337-9128,Feminino,38,Não,Não,Não,0,Sim,Mensal,Débito Automático,35,183,Preço,Preço muito alto
5537-XDIG,Sim,1,4,9,192,724.8,Sim,Não,181.2,5,9,Sim,0,IL,269-4651,Feminino,44,Não,Não,Não,0,Não,Mensal,Débito Automático,26,26,Insatisfação,Insatisfação com o produto
2087-PXYY,Sim,1,4,10,12,22.2,Sim,Não,5.6,0,0,Não,0,IN,313-1539,Masculino,51,Não,Não,Não,0,Não,Mensal,Cheque,9,9,Insatisfação,Insatisfação com o serviço
0771-CLEI,Sim,1,6,16,0,0,Não,Não,0,1,4,Sim,0,RI,288-2308,Feminino,47,Não,Não,Não,0,Não,Mensal,Débito Automático,33,33,Insatisfação,Falta de autoatendimento no site
6776-KCJW,Sim,1,4,8,0,0,Não,Não,0,1,14,Sim,0,UT,306-6842,Masculino,29,Sim,Não,Não,0,Não,Mensal,Débito Automático,36,36,Insatisfação,Confiabilidade da rede
3671-LVLE,Sim,40,206,641.9,0,0,Não,Não,0,0,1,Sim,0,NC,321-6247,Masculino,81,Não,Sim,Não,0,Não,Mensal,Débito Automático,49,1954,Outro,Não sei
6761-APVW,Sim,1,5,13,0,0,Não,Não,0,2,9,Sim,0,WI,281-7483,Feminino,62,Não,Não,Não,0,Sim,Mensal,Débito Automático,33,33,Concorrente,O concorrente tinha dispositivos melhores
8201-GPPD,Sim,3,12,30.4,0,0,Não,Não,0,1,2,Não,3,NH,376-3275,Masculino,36,Não,Não,Não,0,Não,Mensal,Débito Automático,47,159,Concorrente,O concorrente ofereceu velocidades de download mais altas
5934-GGME,Sim,13,64,171.4,0,0,Não,Não,0,2,21,Sim,0,OR,280-1238,Feminino,27,Sim,Não,Não,0,Não,Mensal,Débito Automático,46,602,Concorrente,O concorrente ofereceu mais dados
4082-EQZY,Sim,58,353,698.4,0,0,Não,Não,0,0,10,Sim,0,SC,268-6000,Feminino,40,Não,Não,Não,0,Não,Mensal,Débito Automático,47,2752,Outro,Não sei
7568-XIZB,Sim,44,212,577.7,0,0,Não,Não,0,2,9,Sim,0,MD,285-7029,Feminino,25,Sim,Não,Não,0,Não,Mensal,Débito Automático,48,2152,Concorrente,O concorrente tinha dispositivos melhores
9039-MYEL,Sim,1,8,15,0,0,Não,Não,0,1,6,Sim,0,NY,296-7320,Masculino,79,Não,Sim,Não,0,Não,Mensal,Débito Automático,16,16,Concorrente,O concorrente tinha dispositivos melhores
6565-WEVQ,Sim,28,48,113.6,0,0,Não,Não,0,5,11,Sim,0,WV,342-3099,Feminino,51,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,11,302,Concorrente,O concorrente ofereceu velocidades de download mais altas
5724-QUGT,Sim,1,6,15,0,0,Não,Não,0,2,2,Não,14,WV,272-9731,Masculino,57,Não,Não,Não,0,Não,Mensal,Débito Automático,26,26,Concorrente,O concorrente ofereceu velocidades de download mais altas
8514-QAMO,Sim,2,5,21.4,0,0,Não,Não,0,1,9,Sim,0,WV,327-6896,Masculino,62,Não,Não,Não,0,Sim,Mensal,Débito Automático,49,96,Concorrente,Concorrente fez oferta melhor
1367-YNMZ,Sim,10,36,88,0,0,Não,Não,0,1,9,Sim,0,CT,387-4088,Masculino,52,Não,Não,Não,0,Não,Mensal,Débito Automático,43,424,Concorrente,O concorrente ofereceu mais dados
4212-ENPJ,Sim,50,384,755.9,0,0,Não,Não,0,1,1,Sim,0,IA,408-2766,Masculino,45,Não,Não,Não,0,Não,Anual,Débito Automático,37,1846,Concorrente,O concorrente ofereceu mais dados
3290-AXJZ,Sim,2,12,31.3,0,0,Não,Não,0,0,4,Sim,0,OR,261-4725,Masculino,84,Não,Sim,Não,0,Não,Mensal,Cheque,33,68,Concorrente,Concorrente fez oferta melhor
2371-SFMP,Sim,35,142,354.3,0,0,Não,Não,0,4,10,Sim,0,WA,272-5219,Masculino,26,Sim,Não,Não,0,Sim,Anual,Débito Automático,37,1298,Preço,Preço muito alto
8840-HRUV,Sim,69,299,758,0,0,Não,Não,0,4,4,Não,6,ID,338-4399,Masculino,55,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,41,2796,Insatisfação,Insatisfação com o produto
4693-ZRKF,Sim,2,5,21,0,0,Não,Não,0,1,1,Sim,0,MS,250-4012,Masculino,45,Não,Não,Não,0,Sim,Mensal,Débito Automático,45,86,Insatisfação,Insatisfação com o serviço
7148-KTIB,Sim,15,31,89.3,0,0,Não,Sim,0,1,26,Sim,0,OH,328-9406,Masculino,32,Não,Não,Não,0,Não,Mensal,Cheque,29,426,Insatisfação,Falta de autoatendimento no site
6088-QQOA,Sim,41,228,330.2,0,0,Não,Não,0,0,4,Sim,0,ID,389-8032,Feminino,67,Não,Sim,Não,0,Sim,Mensal,Débito Automático,58,2411,Insatisfação,Confiabilidade da rede
3746-MAXW,Sim,9,57,113.1,0,0,Não,Não,0,0,4,Sim,0,WV,351-6473,Feminino,34,Não,Não,Não,0,Não,Mensal,Débito Automático,37,353,Concorrente,Concorrente fez oferta melhor
8590-NVOC,Sim,1,1,4,0,0,Não,Não,0,1,11,Sim,0,SD,362-3108,Feminino,48,Não,Não,Não,0,Não,Mensal,Débito Automático,23,23,Preço,Falta de velocidade de download/upload acessível
8968-NLOZ,Sim,21,49,127.2,0,0,Não,Não,0,3,30,Sim,0,KS,298-3949,Masculino,29,Sim,Não,Não,0,Sim,Mensal,Débito Automático,60,1273,Preço,Tarifas de longa distância
6646-DYMO,Sim,2,5,14,0,0,Não,Não,0,1,12,Não,5,NY,397-7189,Feminino,71,Não,Sim,Não,0,Não,Mensal,Débito Automático,38,76,Preço,Tarifas extras de dados
6045-UZKF,Sim,1,6,15,0,0,Não,Não,0,4,9,Sim,0,SC,335-6165,Feminino,66,Não,Sim,Não,0,Não,Mensal,Débito Automático,35,35,Preço,Preço muito alto
9963-ZUBM,Sim,16,59,177.9,0,0,Não,Não,0,0,0,Não,0,AR,359-9624,Masculino,24,Sim,Não,Não,0,Não,Mensal,Débito Automático,13,203,Preço,Tarifas de longa distância
0309-GEPB,Sim,14,35,95.7,0,0,Não,Não,0,4,10,Sim,0,IL,326-1208,Feminino,76,Não,Sim,Não,0,Não,Mensal,Débito Automático,45,619,Insatisfação,Insatisfação com o serviço
2731-EZZS,Sim,15,50,118.3,0,0,Não,Não,0,0,5,Sim,0,MA,267-3814,Masculino,38,Não,Não,Não,0,Não,Mensal,Débito Automático,32,472,Insatisfação,Falta de autoatendimento no site
6605-SXZC,Sim,1,4,11,0,0,Não,Não,0,3,12,Sim,0,NY,404-6427,Feminino,55,Não,Não,Não,0,Não,Mensal,Débito Automático,30,30,Insatisfação,Confiabilidade da rede
8744-CPDY,Sim,2,5,11.6,0,0,Não,Não,0,1,14,Sim,0,WY,357-4332,Masculino,54,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,23,45,Outro,Não sei
1684-QYEM,Sim,55,273,709.8,0,0,Não,Não,0,0,21,Não,25,OR,316-8907,Masculino,33,Não,Não,Não,0,Sim,Mensal,Débito Automático,25,1370,Atitude,Atitude do prestador de serviço
5640-PLIL,Sim,6,22,63.7,0,0,Não,Não,0,0,2,Sim,0,RI,321-1988,Feminino,55,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,30,189,Atitude,Atitude da pessoa de apoio
3767-DLLW,Sim,13,41,103.3,0,0,Não,Não,0,0,26,Sim,0,OK,387-6043,Feminino,28,Sim,Não,Não,0,Sim,Mensal,Débito Automático,53,682,Outro,Não sei
0713-PJUU,Sim,67,340,871.2,0,0,Não,Não,0,0,6,Sim,0,MD,296-8614,Masculino,74,Não,Sim,Não,0,Sim,Anual,Cartão de Crédito,62,4162,Atitude,Atitude do prestador de serviço
0342-YJTB,Sim,38,50,153.4,0,0,Não,Não,0,2,1,Sim,0,IN,297-5465,Feminino,58,Não,Não,Não,0,Sim,Mensal,Débito Automático,56,2155,Outro,Não sei
1355-ELAD,Sim,22,37,86.5,0,0,Não,Não,0,3,30,Sim,0,NY,398-5817,Masculino,22,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,30,656,Concorrente,Concorrente fez oferta melhor
1806-IVIQ,Sim,1,5,12,0,0,Não,Não,0,1,0,Não,0,OR,341-1379,Masculino,27,Sim,Não,Não,0,Não,Mensal,Cheque,9,9,Concorrente,Concorrente fez oferta melhor
2330-SQWN,Sim,1,2,5,0,0,Não,Não,0,5,6,Sim,0,NJ,331-3006,Masculino,48,Não,Não,Não,0,Não,Mensal,Cheque,31,31,Concorrente,Concorrente fez oferta melhor
1139-JTEX,Sim,45,226,580.5,0,0,Não,Não,0,4,7,Sim,0,AK,397-7617,Masculino,42,Não,Não,Não,0,Não,Mensal,Débito Automático,44,1958,Concorrente,Concorrente fez oferta melhor
8161-PLGM,Sim,1,6,12,0,0,Não,Não,0,1,5,Sim,0,KS,342-6553,Masculino,33,Não,Não,Não,0,Não,Mensal,Débito Automático,34,34,Concorrente,Concorrente fez oferta melhor
3590-QGRJ,Sim,2,12,19.1,8,28.4,Sim,Não,9.5,3,5,Sim,0,TN,349-8837,Masculino,47,Não,Não,Não,0,Não,Mensal,Débito Automático,30,57,Concorrente,Concorrente fez oferta melhor
0173-UTGH,Sim,1,3,7,4,1,Sim,Não,0.2,1,3,Não,6,CA,326-4607,Masculino,71,Não,Sim,Não,0,Não,Mensal,Débito Automático,26,26,Concorrente,Concorrente fez oferta melhor
3702-PTNU,Sim,12,48,95.9,48,152.4,Sim,Não,30.5,1,4,Sim,0,IN,316-9313,Feminino,84,Não,Sim,Não,0,Não,Mensal,Débito Automático,35,420,Concorrente,Concorrente fez oferta melhor
3349-QAWI,Sim,6,16,36,24,60.6,Sim,Não,12.1,4,2,Sim,0,RI,328-5581,Masculino,67,Não,Sim,Não,0,Sim,Mensal,Débito Automático,39,234,Concorrente,Concorrente fez oferta melhor
8760-PEBG,Sim,36,182,363.1,144,432,Sim,Não,216,1,24,Sim,0,NC,360-9294,Feminino,21,Sim,Não,Não,0,Não,Mensal,Débito Automático,28,1030,Concorrente,O concorrente tinha dispositivos melhores
9500-SHSC,Sim,1,3,6,4,8.1,Sim,Não,1.6,3,8,Sim,0,SC,415-9503,Feminino,32,Não,Não,Não,0,Não,Mensal,Débito Automático,42,42,Concorrente,O concorrente tinha dispositivos melhores
5687-GTJG,Sim,10,53,136.1,40,114,Sim,Não,38,2,6,Sim,0,CA,328-2482,Feminino,34,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,65,682,Concorrente,O concorrente ofereceu velocidades de download mais altas
6847-OMMC,Sim,15,83,243.2,60,214.5,Sim,Não,107.3,2,13,Sim,0,IA,383-6357,Feminino,21,Sim,Não,Não,0,Não,Mensal,Débito Automático,33,495,Concorrente,O concorrente ofereceu velocidades de download mais altas
3424-AKZO,Sim,7,43,80.8,28,99.4,Sim,Não,33.1,2,4,Não,7,VT,330-3518,Feminino,66,Não,Sim,Não,0,Não,Mensal,Débito Automático,29,197,Concorrente,O concorrente ofereceu velocidades de download mais altas
6632-BBJS,Sim,26,93,234.5,104,267.8,Sim,Não,53.6,1,1,Sim,0,OH,285-9363,Masculino,77,Não,Sim,Não,0,Não,Mensal,Débito Automático,46,1206,Concorrente,O concorrente ofereceu mais dados
2554-IOCO,Sim,1,2,7,4,12.8,Sim,Não,2.6,5,15,Sim,0,SC,275-4662,Masculino,58,Não,Não,Não,0,Não,Mensal,Débito Automático,44,44,Concorrente,O concorrente ofereceu mais dados
6105-RHWJ,Sim,9,32,72.7,36,141.3,Sim,Não,70.7,4,5,Sim,0,OH,267-8055,Feminino,39,Não,Não,Não,0,Não,Mensal,Débito Automático,36,332,Concorrente,O concorrente ofereceu mais dados
8363-PWIY,Sim,48,192,436.1,192,724.8,Sim,Não,241.6,0,7,Sim,0,IA,235-10438,Feminino,50,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,36,1760,Concorrente,Concorrente fez oferta melhor
6182-ANHX,Sim,3,16,50.8,12,22.2,Sim,Não,11.1,0,4,Sim,0,NY,185-7864,Masculino,63,Não,Não,Não,0,Sim,Mensal,Débito Automático,50,158,Concorrente,Concorrente fez oferta melhor
4020-NPHO,Não,22,65,218.8,0,0,Não,Não,0,0,18,Sim,0,MA,355-9993,Masculino,45,Não,Não,Sim,3,Não,Mensal,Cartão de Crédito,28,616,,
1855-MMRG,Não,12,45,105.8,0,0,Não,Não,0,0,7,Não,80,IN,329-6603,Masculino,36,Não,Não,Sim,4,Não,Mensal,Cheque,26,302,,
6944-TAPJ,Não,50,61,199.3,0,0,Não,Não,0,0,8,Sim,0,VA,343-4696,Masculino,41,Não,Não,Sim,6,Não,Mensal,Cartão de Crédito,21,1053,,
2989-ISRV,Não,3,6,13.8,0,0,Não,Não,0,0,11,Não,20,HI,362-5889,Feminino,55,Não,Não,Sim,4,Não,Mensal,Débito Automático,31,84,,
